NAME,FORM
"CHEMBL285559",C31H37Cl2N3O5
"CHEMBL282732",C29H34Cl2N4O5
"CHEMBL30639",C30H34Cl3N3O5
"CHEMBL30585",C23H37N3O3S
"CHEMBL31082",C31H38N2O5S
"CHEMBL30870",C18H28O3
"CHEMBL30884",C24H41N5O
"CHEMBL30441",C22H27N2O5P
"CHEMBL30682",C23H29N11O5
"CHEMBL33569",C20H21N4O10P
"CLAVULANIC ACID",C8H9NO5
"CHEMBL33151",C12H14N4O2
"CHEMBL33202",C16H26O
"CHEMBL33633",C18H20ClN5S
"FANTOFARONE",C31H38N2O5S
"CHEMBL30954",C20H29NO4S
"CHEMBL280539",C16H21NO4
"CHEMBL30955",C11H10N2S
"CHEMBL30748",C10H14ClNO3
"CHEMBL30750",C28H32IN3OS3
"CHEMBL281061",C25H26IN3OS3
"CHEMBL281062",C13H8BrNO2S2
"CHEMBL284376",C13H9NO4S2
"CHEMBL31003",C15H10F3NO3S2
"CHEMBL31066",C28H40ClNO5
"CHEMBL33875",C17H30O3
"CHEMBL33015",C14H15N5S
"CHEMBL33017",C16H22N2O8
"CHEMBL418043",C14H15N3O3
"CHEMBL33719",C7H8ClNO
"CHEMBL281443",C30H41ClN8O4
"CHEMBL33386",C14H19NO4
"CHEMBL33508",C13H17NO5
"CHEMBL33128",C14H19NO5
"DEXMEDETOMIDINE",C13H16N2
"CHEMBL30739",C13H16N2S
"CHEMBL33717",C19H25NO2
"CHEMBL33718",C18H23NO2
"CHEMBL433045",C22H23N5O
"CHEMBL34043",C21H25ClN6O2
"CHEMBL34102",C25H33BrN2O3
"CHEMBL33379",C15H22O3
"CHEMBL33380",C15H19NO5
"TADALAFIL",C22H19N3O4
"CHEMBL33174",C15H21NO5
"BEFLOXATONE",C15H18F3NO5
"CHEMBL448469",C9H16FN3O3
"CHEMBL414615",C9H16FN3O4
"CHEMBL447830",C12H19NO2S
"CHEMBL282183",C12H19NO2
"CHEMBL31557",C11H16BrNO2
"CHEMBL286906",C40H37N3O5S3
"CHEMBL33071",C20H30N2O9
"CHEMBL33737",C23H36N2O9
"CHEMBL33736",C14H22N6S2
"CHEMBL34276",C32H32N4O3
"CHEMBL287235",C23H39N5O
"CHEMBL33982",C11H13N3O4
"CHEMBL284335",C22H29NO2
"CHEMBL33983",C20H27NO2
"CHEMBL33739",C20H32ClN5O
"CHEMBL34274",C18H27N5O
"CHEMBL33066",C15H21N5
"CHEMBL416038",C17H26O3
"CHEMBL33072",C29H42N2O3S
"ANACARDIC ACID",C22H36O3
"CHEMBL287679",C32H40N2O5S
"CHEMBL34744",C32H32N4O2
"CHEMBL287478",C21H25N5O
"CHEMBL33149",C22H25N3O3S3
"CHEMBL431879",C28H29N3O3S3
"CHEMBL418210",C26H28IN3OS3
"CHEMBL33272",C20H14Cl2N2O4
"CHEMBL33326",C30H35NO6S
"CHEMBL33147",C28H29N5O5
"CHEMBL284133",C11H13Cl2N5
"CHEMBL286571",C19H23N5S
"CHEMBL33324",C15H14N4O5
"CHEMBL280856",C11H14N4O2
"CHEMBL33268",C25H34N2O2S
"CHEMBL414828",C8H14N2O3
"CHEMBL33632",C12H12N6O
"CHEMBL33065",C12H11N3O
"CHEMBL33067",C23H27ClN2O3
"CHEMBL285087",C23H27FN2O3
"CHEMBL281749",C28H40N2O3S
"CHEMBL282849",C11H12N6O3
"CHEMBL280857",C22H25NO5
"CHEMBL30396",C18H23NO2
"CHEMBL30535",C31H38N2O5S
"CHEMBL30534",C11H8N2S
"CHEMBL286246",C11H10N2S
"CHEMBL284213",C11H12N2S
"CHEMBL31134",C23H31NO2
"CHEMBL284509",C25H29N3O3S3
"CHEMBL284459",C16H13NO7S2
"CHEMBL263803",C35H39Cl2N3O6
"CHEMBL418593",C35H39Cl2N3O6
"CHEMBL33328",C15H16N4S
"CHEMBL416771",C8H10N4S
"CHEMBL286620",C17H20N6S
"CHEMBL285020",C25H33N11O5S
"CHEMBL33466",C18H20N4
"CHEMBL34058",C31H37NO6S
"CHEMBL34117",C10H12ClN5O4
"CHEMBL286384",C11H14ClN5O2
"CHEMBL30508",C10H14N6O3
"CHEMBL283179",C18H17N3O5S
"CHEMBL283180",C15H14N4O5
"CHEMBL31125",C26H36N2O2S
"CHEMBL33451",C25H22FN3
"CHEMBL284030",C24H32N2O2S
"CHEMBL34456",C22H23N3O2
"CHEMBL423117",C13H15N3O3
"CHEMBL33873",C37H49N11O5
"CHEMBL286092",C14H17N3O2
"CHEMBL416402",C13H15N3O2
"CHEMBL284084",C46H59NO15
"CHEMBL287660",C21H27NO2
"CHEMBL286269",C11H12N2S
"CHEMBL33747",C14H16N2O3
"CHEMBL33748",C15H18N2O3
"CHEMBL430733",C44H55NO15
"CHEMBL30496",C46H59NO15
"CHEMBL282148",C45H57NO15
"CHEMBL30855",C45H58N2O14
"CHEMBL280859",C27H42N7O17P3S
"CHEMBL34036",C27H42N7O17P3S
"CHEMBL34037",C35H39Cl2N3O6
"CHEMBL33449",C18H20ClN5S
"CHEMBL284592",C11H12N2O2
"CHEMBL286902",C13H16N2O2
"CHEMBL291001",C36H40Cl2N4O6
"CHEMBL281206",C36H40Cl2N4O6
"CHEMBL283205",C11H15N5O2
"CHEMBL30657",C11H15N5O2
"CHEMBL285346",C17H17BrN4
"CHEMBL33570",C20H23N3O3S
"CHEMBL285178",C21H22IN3OS2
"CHEMBL33501",C14H14N4O
"CHEMBL33502",C21H25N3O3S3
"CHEMBL417126",C23H27NO4
"CHEMBL30589",C20H13F3N2O5
"CHEMBL31187",C8H10O3
"CHEMBL280538",C23H27NO4
"CHEMBL281966",C27H27N3O2
"CHEMBL281205",C25H22FN3
"CHEMBL33070",C18H29NO3
"CHEMBL34514",C13H21N7S
"CHEMBL432074",C23H30N2O2S
"CHEMBL430930",C42H51N11O5
"CHEMBL287468",C36H46FN11O5
"CHEMBL33818",C36H46N12O7
"CHEMBL34734",C43H53NO15
"CHEMBL33016",C45H57NO15
"CHEMBL286645",C10H10N6O3
"CHEMBL33566",C10H11N3O4
"CHEMBL285554",C14H23N7
"CHEMBL284627",C30H33N5O5
"CHEMBL33623",C10H11N5O2
"CHEMBL33567",C4H10NO5P
"CHEMBL282178",C33H50N6O6
"CHEMBL287662",C31H43N7O8
"CHEMBL30395",C12H13N3O2
"CHEMBL30594",C18H20ClN5S
"CHEMBL286774",C19H19N3
"CHEMBL33069",C18H17F3N4O
"CHEMBL30924",C35H44Cl2N4O6
"CHEMBL30926",C33H40Cl2N4O6
"CHEMBL34332",C36H44Cl2N4O6
"CHEMBL33122",C21H27N3O3S3
"CHEMBL34571",C25H27N3O3S3
"CHEMBL285989",C23H29N11O5S
"CHEMBL33678",C21H25N3O5
"CHEMBL30263",C20H15ClN2O6
"CHEMBL31074",C25H25N3O4S2
"CHEMBL284156",C20H22N2O4
"CHEMBL285076",C20H12ClF3N2O5S
"CHEMBL33928",C28H41NO7S
"CHEMBL33203",C19H13Cl2N3O4
"CHEMBL284622",C28H39NO6
"CHEMBL286385",C19H12Cl2N2O4S
"CHEMBL29430",C25H43NO3
"CHEMBL29431",C20H33NO3
"CHEMBL31185",C17H21F3O4
"CHEMBL31186",C24H39NO2
"CHEMBL280817",C26H35O6P
"CHEMBL30744",C13H20N6S2
"CHEMBL33627",C30H33N5O5
"CHEMBL34103",C11H19NO4S2
"CHEMBL34161",C13H9NO3S2
"CHEMBL34162",C29H45O5P
"CHEMBL33440",C19H25O5P
"CHEMBL33408",C13H7F3O3
"CHEMBL33179",C18H20ClN5S
"CHEMBL33231",C16H22N2O2S
"CHEMBL33210",C12H13N3O2
"CHEMBL34217",C13H20N6
"CHEMBL285916",C17H17ClN4
"CHEMBL33035",C13H9NO4S2
"CHEMBL33237",C19H12ClN3O7
"CHEMBL286651",C17H22N2O4
"CHEMBL286857",C28H40ClNO5
"CHEMBL285633",C20H12Cl2N2O5
"CHEMBL285634",C17H12F15NO2
"CHEMBL33064",C10H14N6O3
"CHEMBL285086",C23H36F3NO2
"CHEMBL30711",C11H15N5O3
"CHEMBL33236",C10H11N5O2
"CHEMBL31010",C25H43NO2
"CHEMBL33033",C37H49N11O6
"CHEMBL33435",C36H46ClN11O5
"CHEMBL33506",C37H46F3N11O5
"CHEMBL34335",C24H29N3O4
"CHEMBL34394",C26H45NO2
"CHEMBL33383",C24H39NO2
"CHEMBL33385",C26H43NO2
"CHEMBL33126",C9H6FNO4S2
"CHEMBL285856",C14H11NO2S2
"CHEMBL34633",C12H13N5O3
"CHEMBL284731",C19H14ClNO
"CHEMBL34160",C12H14N2O2S
"CHEMBL416403",C18H29N3O2S
"CHEMBL286115",C28H29NO5
"CHEMBL34570",C17H24N2O2
"CHEMBL34330",C16H22N2O2
"CHEMBL30827",C25H29N5O
"CHEMBL30882",C25H28N4O
"CHEMBL285915",C33H43N7O5
"CHEMBL33093",C26H45NO3
"CHEMBL30565",C29H42N2O4
"CHEMBL30583",C24H32N2O4
"CHEMBL34515",C28H40BrNO5
"CHEMBL30399",C20H15Cl2NO3S
"CHEMBL30595",C15H8F15NO2
"CHEMBL33631",C28H40ClNO6
"CHEMBL33578",C25H40F3NO2
"CHEMBL34163",C10H13N5O3
"CHEMBL34452",C27H47NO2
"CHEMBL31126",C23H39NO2
"CHEMBL30533",C24H41NO2
"CHEMBL282294",C25H32N4O2
"CHEMBL30635",C37H46N12O5
"CHEMBL284409",C11H16N2O5
"CHEMBL285807",C18H27N3O2S
"CHEMBL282098",C16H25N3O2S
"CHEMBL34038",C25H43NO2
"CHEMBL286650",C15H23N3O2S
"CHEMBL34042",C22H23Cl2NO3
"CHEMBL444546",C14H18N2O2
"CHEMBL33263",C30H33NO5
"CHEMBL30769",C23H27NO5
"CHEMBL30380",C19H20N2O2
"CHEMBL34564",C8H9NO4
"CHEMBL285632",C28H29NO4
"CHEMBL33808",C30H33NO5
"CHEMBL34574",C15H18N2O3
"CHEMBL34630",C23H39NO3
"CHEMBL34631",C17H21N3O4S
"CHEMBL34098",C29H41NO4S
"CHEMBL34099",C20H12Cl2N2O3
"CHEMBL30562",C19H26N2O4
"CHEMBL34686",C28H40ClNO5
"CHEMBL34687",C18H26F3NO2
"CHEMBL33512",C24H38N2O2
"CHEMBL285430",C26H42N2O2
"CHEMBL287172",C9H12N4O2
"CHEMBL30506",C10H14N6O3
"CHEMBL30919",C25H32N4O2
"CHEMBL30979",C23H25N3O2S
"CHEMBL34329",C25H43NO2
"CHEMBL285992",C18H22N2O2S2
"CHEMBL33498",C19H23N3O2S
"CHEMBL287294",C14H21N3O2S
"CHEMBL30439",C28H31NO4
"CHEMBL282733",C30H43N9O4
"CHEMBL281079",C30H42N8O5
"CHEMBL285018",C27H39N9O4S
"CHEMBL284628",C13H9Cl2NO
"CHEMBL33888",C28H31NO5
"CHEMBL33889",C32H35NO3
"CHEMBL33809",C15H20N2O2
"CHEMBL33230",C29H31NO6
"CHEMBL33266",C35H41N3O2
"CHEMBL33009",C23H32N6
"CHEMBL285889",C22H30N6
"CHEMBL33318",C36H47N11O5
"CHEMBL284031",C12H15NO3
"CHEMBL34215",C21H19FO8
"CHEMBL287694",C18H21N3O3S
"CHEMBL33941",C25H41NO3
"CHEMBL417678",C24H41NO3
"CHEMBL289018",C26H35Cl2N3O5S
"CHEMBL416215",C21H30N2O4
"CHEMBL34383",C21H24N4O2
"CHEMBL33666",C20H30F3NO2
"CHEMBL287340",C7H7Cl2NO
"CHEMBL33063",C8H10O2
"CHEMBL431890",C23H39NO2
"CHEMBL284795",C13H14N2S
"CHEMBL34229",C25H43NO2
"CHEMBL423299",C23H39NO2
"CHEMBL33741",C19H31NO2
"CHEMBL34324",C22H21FO8
"CHEMBL33496",C21H22Cl2N2O3
"CHEMBL33552",C25H22ClNO3
"CHEMBL34684",C27H20ClNO3
"CHEMBL33781",C30H42N8O4
"CHEMBL30992",C14H18N2O2
"CHEMBL34216",C30H31NO3
"CHEMBL33890",C33H39NO5
"CHEMBL33837",C18H16BrN3
"CHEMBL287071",C23H26N4O
"CHEMBL31068",C33H37NO2
"CHEMBL31009",C19H19N3
"CHEMBL30856",C28H23FN2O7
"CHEMBL30768",C25H33NO4S
"CHEMBL33175",C17H17BrN4
"CHEMBL416028",C19H27N7O5S2
"CHEMBL282147",C19H17FN2O3
"CHEMBL286907",C36H40N10O4S2
"CHEMBL286908",C35H38N10O4S2
"CHEMBL286308",C13H15N3O2
"CHEMBL34041",C13H14N2O4
"CHEMBL30766",C13H14N2O3
"CHEMBL281442",C19H16N2O3
"CHEMBL33264",C22H21FN2O3
"CHEMBL285213",C27H23F2NO7
"CHEMBL33053",C29H31NO6
"CHEMBL34679",C28H28ClNO5
"CHEMBL34680",C14H21N5O
"CHEMBL418594",C30H30N6O4
"CHEMBL282515",C31H32N6O4
"CHEMBL289021",C34H37Cl2N3O6
"CHEMBL33568",C28H28FNO5
"CHEMBL33499",C11H16N6
"CHEMBL284282",C13H15N5
"CHEMBL30381",C21H27N5
"CHEMBL283841",C18H17N3
"CHEMBL30823",C24H24N4
"CHEMBL30824",C20H25N5
"CHEMBL30440",C28H40N2O3S
"CHEMBL281696",C17H18N4
"CHEMBL284233",C19H27N7O5S2
"CHEMBL284589",C12H19NO2
"CHEMBL33867",C11H16BrNO2
"CHEMBL433621",C32H38Cl2N4O6
"CHEMBL33014",C20H33N5
"CHEMBL30612",C27H41N11O4
"CHEMBL289020",C28H43N11O4
"CHEMBL284085",C42H51NO14
"CHEMBL284083",C46H59NO14
"CHEMBL33731",C13H14N2O3
"CHEMBL33407",C12H12N2O3
"CHEMBL33571",C12H14N6
"CHEMBL33836",C25H50N2O3
"CHEMBL33750",C19H23N7OS
"CHEMBL284375",C8H10N4
"CHEMBL290122",C45H53N7O6
"CHEMBL406844",C43H49N7O6
"CHEMBL285917",C22H26ClNO4S
"CHEMBL33938",C16H15NO4
"CHEMBL33529",C25H51NO3S
"CHEMBL34287",C20H26N4O4
"CHEMBL34288",C21H26N4O4
"CHEMBL33258",C18H22N6O2
"CHEMBL33738",C27H39N3O3S
"CHEMBL284693",C22H29NO2
"CHEMBL34221",C21H22N2O4
"CHEMBL33558",C22H29N5O
"CHEMBL284373",C31H55NO3S
"CHEMBL33675",C23H29NO6S
"CHEMBL445055",C22H26N4O2
"CHEMBL33472",C7H7N3S
"CHEMBL33351",C17H15NO4
"CHEMBL431120",C21H25N5O3S2
"CHEMBL33112",C22H31N3O3S
"CHEMBL284153",C19H14N2O
"CHEMBL34562",C26H51NO3
"CHEMBL441776",C16H20N2O
"CHEMBL33670",C6H4N6
"CHEMBL287707",C13H12N4
"CHEMBL285083",C16H22N2O2
"CHEMBL286227",C22H26FNO4S
"CHEMBL33377",C27H35N11O4
"CHEMBL286430",C27H41N9O4
"CHEMBL33940",C26H39N11O4
"CHEMBL285187",C24H33NO2
"CHEMBL34747",C23H31NO2
"CHEMBL285429",C30H36N4O2
"CHEMBL284952",C18H16N2O2
"CHEMBL284060",C16H22N2O2
"CHEMBL33352",C12H12N2O2
"CHEMBL286584",C15H18N2O2
"CHEMBL33315",C7H8N4
"CHEMBL33316",C6H6N4
"CHEMBL33317",C21H24BrNO4S
"CHEMBL430914",C21H24N4O2
"CHEMBL33129",C15H12BrNO3
"CHEMBL33180",C15H14N2O3
"CHEMBL34688",C26H51NO3
"CHEMBL290121",C25H51NO3
"CHEMBL33513",C26H53NO3
"CHEMBL34519",C26H53NO3
"CHEMBL33452",C16H20N2O
"CHEMBL30918",C21H30N2O4
"CHEMBL284155",C22H26ClNO4S
"CHEMBL416590",C22H26FNO4S
"CHEMBL33381",C30H34N4O4
"CHEMBL284719",C31H28N4O4
"CHEMBL33271",C19H18N2O2
"CHEMBL33013",C26H29N5O4S
"CHEMBL286434",C32H38N6O2
"CHEMBL33127",C33H39N5O2
"CHEMBL33661",C25H28N4OS
"CHEMBL30265",C26H53NO4
"CHEMBL30266",C21H24ClNO4S
"CHEMBL281041",C26H53NO2
"CHEMBL33410",C24H32N2O3
"CHEMBL33860",C28H40N2O5
"CHEMBL284258",C28H30N4O4
"CHEMBL33855",C54H77N9O6
"CHEMBL33995",C24H34O3
"CHEMBL34277",C23H38O3
"CHEMBL284082",C29H31NO3
"CHEMBL284498",C30H42N8O4
"CHEMBL285186",C29H41N7O5
"CHEMBL30416",C23H34N2O4S
"CHEMBL283235",C24H28N2O4
"CHEMBL31014",C23H26N2O4
"CHEMBL33564",C30H38N6O4
"CHEMBL34401",C34H44N4O6
"CHEMBL284134",C23H29Cl2N3O4
"CHEMBL287244",C20H28N2O4
"CHEMBL33036",C26H51NO2
"CHEMBL33629",C29H42N10O4
"CHEMBL284793",C13H8Cl2O2
"CHEMBL33267",C28H29NO3
"CHEMBL33010",C19H23N5O2
"CHEMBL285890",C16H25N5O
"CHEMBL34632",C13H17NO4
"CHEMBL33454",C15H21NO5
"CHEMBL34341",C14H16N2O2
"CHEMBL286583",C31H32N4O2
"CHEMBL33259",C13H14N2O2
"CHEMBL33261",C11H8N2O3
"CHEMBL284593",C11H7FN2O3
"CHEMBL440799",C28H40N2O5
"CHEMBL284596",C35H42N4O3
"CHEMBL33939",C23H30N2O3
"CHEMBL287469",C24H39N13O4
"CHEMBL289683",C18H25NO
"CHEMBL33434",C22H29NO2
"CHEMBL417314",C19H25NO2
"CHEMBL285659",C20H20N2O2
"CHEMBL33057",C20H28N2O4
"CHEMBL34678",C21H24F3N3O2
"CHEMBL284827",C11H12N2O
"CHEMBL287297",C15H25NO
"CHEMBL286440",C22H27NO5S
"CHEMBL284294",C22H26BrNO4S
"CHEMBL284070",C32H31N5O4
"CHEMBL33524",C6H4ClN3
"CHEMBL34627",C19H22N6O2
"CHEMBL33726",C25H33ClN2O2S
"CHEMBL285079",C25H33FN2O2S
"CHEMBL34449",C15H16N2O
"CHEMBL29426",C22H27Cl2N3O4S
"CHEMBL287857",C22H28FN3O4S
"CHEMBL33054",C33H37N3O2
"CHEMBL432085",C22H27NO5S
"CHEMBL284378",C30H34N4O2
"CHEMBL286383",C30H27NO9
"CHEMBL33432",C6H5N3S
"CHEMBL34393",C28H32N4O4
"CHEMBL33505",C28H32N4O6
"CHEMBL285458",C31H39N5O4S
"CHEMBL286139",C27H31N5O4S
"CHEMBL284510",C19H26N2O4
"CHEMBL34219",C31H37N5O2S
"CHEMBL280785",C29H38N4O2
"CHEMBL29427",C11H7N3O5
"CHEMBL280860",C6H11NO3
"CHEMBL33577",C11H15N3O
"CHEMBL33008",C16H21NO3
"CHEMBL416954",C20H22N2O3
"CHEMBL33689",C11H13N3O
"CHEMBL33690",C13H15N3O2
"CHEMBL34511",C11H11N3O3
"CHEMBL433239",C22H29N3O4S
"CHEMBL417680",C19H12F4N2O3
"CHEMBL287152",C18H13FN2O3
"CHEMBL286141",C21H37N11O4
"CHEMBL33820",C27H47N11O4
"CHEMBL287156",C21H31N11O4
"CHEMBL33075",C5H8N2O3
"CHEMBL30805",C4H6N2O3
"CHEMBL282604",C8H13NO3
"CHEMBL30492",C21H30N2O4
"CHEMBL33327",C22H24ClN3O3S2
"CHEMBL33389",C19H24N6O2
"CHEMBL34040",C11H13NO3
"CHEMBL34289",C10H11NO3
"CHEMBL33235",C19H18N4O4S3
"CHEMBL287680",C25H34N2O3
"CHEMBL33780",C25H28N4S
"CHEMBL278216",C34H45N11O5S
"CHEMBL281671",C32H46Cl2N4O6
"CHEMBL33209",C36H54Cl2N4O6
"CHEMBL432679",C32H46Cl2N4O6
"CHEMBL33807",C21H29N3O3S
"CHEMBL287436",C19H22N6O2
"CHEMBL31004",C18H21N5S
"CHEMBL30681",C18H22N6O3S
"CHEMBL285075",C29H42N8O4
"CHEMBL33394",C30H42N8O4
"CHEMBL33835",C18H12F2N2O3
"CHEMBL286437",C34H31N5O4S
"CHEMBL286438",C35H32N6O4S
"CHEMBL287270",C30H40Cl2N8O4
"CHEMBL33801",C32H40N4O6
"CHEMBL33863",C10H15NO3
"CHEMBL34683",C28H36N4O4
"CHEMBL286573",C19H26N2O4
"CHEMBL33618",C30H36N4O4
"CHEMBL33585",C26H28N4O6
"CHEMBL34342",C32H55N5O4
"CHEMBL287044",C19H25N3O3S
"CHEMBL33469",C15H25ClN6
"CHEMBL33528",C18H19N2O8P
"CHEMBL33121",C31H30N6O4
"CHEMBL284990",C14H13FN2O3
"CHEMBL286858",C13H10ClFN2O3
"CHEMBL34737",C12H9FN2O3
"CHEMBL34736",C9H15NO3
"CHEMBL284813",C19H16N2O4
"CHEMBL285420",C10H17NO3
"CHEMBL30683",C30H26FNO9
"CHEMBL281753",C36H46ClN11O5
"CHEMBL286648",C36H46N12O7
"CHEMBL33509",C19H13F3N2O3
"CHEMBL33205",C22H31N5O
"CHEMBL289008",C34H46Cl2N4O6
"CHEMBL286618",C20H25N5O2
"CHEMBL30693",C25H33ClN2O3
"CHEMBL30694",C24H31NO6S
"CHEMBL285482",C21H24FNO4S
"CHEMBL281752",C28H32N4O2
"CHEMBL34455",C13H19NO3
"CHEMBL30692",C19H26N2O4
"CHEMBL33523",C19H26N2O4
"CHEMBL33575",C22H28ClN3O4S
"CHEMBL34396",C14H21N5O
"CHEMBL30860",C29H34N4O2
"CHEMBL30861",C15H18N2O4
"CHEMBL30382",C27H26N2O7
"CHEMBL287368",C36H46ClN11O5
"CHEMBL33617",C36H46FN11O5
"CHEMBL34629",C13H16N2O2
"CHEMBL285575",C30H28N8O12
"CHEMBL33344",C32H39NO7S
"CHEMBL33062",C25H33FN2O3
"CHEMBL33118",C11H18O7P2
"CHEMBL33997",C11H24O7P2
"CHEMBL34794",C22H37N5O
"CHEMBL34451",C14H8N2O3
"CHEMBL286572",C10H19NO3
"CHEMBL431895",C36H47N7O8
"CHEMBL34168",C8H9NO3S
"CHEMBL33074",C28H36N2O2
"CHEMBL289236",C21H24BrN3O2
"CHEMBL33796",C28H32N4O3
"CHEMBL287390",C21H16ClNO3S
"CHEMBL30484",C37H45N7O4
"CHEMBL33999",C22H19ClN2O3S
"CHEMBL34000",C15H20ClN3O2
"OBIDOXIME CHLORIDE",C14H16Cl2N4O3
"CHEMBL33051",C14H16Cl2N4O3
"CHEMBL34381",C21H20N4O4S2
"CHEMBL284595",C12H13ClN2O2
"CHEMBL33474",C13H16N2O2
"CHEMBL287013",C32H37N3O2
"CHEMBL286382",C34H43N7O6
"CHEMBL33630",C33H43N7O6
"CHEMBL34387",C32H37N9O4
"CHEMBL33001",C30H35NO6S
"CHEMBL33996",C13H15N5O2
"CHEMBL33993",C13H18N2O2
"CHEMBL284357",C11H14N2O2
"CHEMBL34685",C33H42N2O6S
"CHEMBL285242",C30H35N5O5S
"CHEMBL32996",C30H34N6O5S
"CHEMBL32998",C17H25N3O2
"CHEMBL34559",C23H29N3O2
"CHEMBL288778",C21H20N2O4
"CHEMBL418408",C25H40N2O2
"CHEMBL289464",C26H26N2O2
"CHEMBL285703",C30H40N2O2
"CHEMBL34053",C26H32N2O2
"CHEMBL416588",C20H28N2O4
"CHEMBL34331",C25H26O4
"CHEMBL34333",C30H36O4
"CHEMBL285647",C24H31N3O2
"CHEMBL34057",C25H28O4
"CHEMBL33110",C25H25Cl2N3O2
"CHEMBL287047",C10H15NO2
"CHEMBL286609",C14H19NO2
"CHEMBL33279",C29H24ClNO6S
"CHEMBL284755",C8H4N2O3
"CHEMBL34672",C22H22N2O4
"CHEMBL33465",C22H22N2O4
"CHEMBL34225",C22H22N2O4
"CHEMBL34226",C25H32N2O2
"CHEMBL288562",C12H13ClN2O
"CHEMBL288084",C15H20N2O2
"CHEMBL33463",C15H17ClN2O
"CHEMBL284158",C13H16N2O
"CHEMBL286335",C12H14N2O3
"CHEMBL285857",C36H50Cl2N4O6
"CHEMBL286763",C35H48Cl2N4O6
"CHEMBL287046",C17H24N2O2
"CHEMBL33619",C21H16ClNO2S
"CHEMBL33042",C20H14ClNO2S
"CHEMBL286813",C10H7BrN2O3
"CHEMBL32988",C10H12N2O2
"CHEMBL422762",C20H21NO3
"CHEMBL287681",C18H27NO
"CHEMBL33378",C15H12O4
"CHEMBL33527",C15H12O4
"CHEMBL287036",C20H28N2O4
"CHEMBL34173",C21H16N2
"CHEMBL287503",C19H26N2O4
"CHEMBL34154",C18H24N2O4
"CHEMBL285082",C12H15NO2
"CHEMBL33847",C8H20O7P2
"CHEMBL33668",C34H51N5O4
"CHEMBL34343",C18H21ClO8P2
"CHEMBL33314",C9H5BrN2O3
"CHEMBL33321",C8H5N3O3
"CHEMBL33322",C22H22N2O4
"CHEMBL30321",C32H38N2O5S
"CHEMBL33518",C32H31N5O4
"CHEMBL33050",C31H41IN2O2
"CHEMBL34325",C11H11N5
"SAPPHYRIN",C50H67N7O6
"CHEMBL33942",C50H71N11O2
"CHEMBL284307",C11H15NO2
"CHEMBL284308",C24H28N4O
"CHEMBL288560",C24H28N4O
"CHEMBL287564",C34H48Cl2N4O6
"CHEMBL34101",C34H48Cl2N4O6
"CHEMBL284590",C18H20N4S
"CHEMBL33442",C12H21N3O3S
"CHEMBL34169",C30H29N5O3
"CHEMBL34382",C11H20N2O2
"CHEMBL284976",C42H47N7O6
"CHEMBL285995",C37H43N9O4S2
"CHEMBL282175",C38H43N9O5S2
"CHEMBL286835",C37H41N9O5S2
"CHEMBL33229",C34H40N4O2
"CHEMBL286836",C35H42N4O2
"CHEMBL33292",C31H28F3N5O5S
"CHEMBL32993",C23H31NO2
"CHEMBL34270",C11H15ClN6O2S
"CHEMBL287295",C44H51N7O6
"CHEMBL33743",C45H53N7O6
"CHEMBL33291",C10H24O7P2
"CHEMBL284600",C25H48F3NO3
"CHEMBL33745",C17H22O7P2
"CHEMBL33746",C15H20O7P2
"CHEMBL33803",C10H6N2O3
"CHEMBL34508",C26H35N3O5S
"CHEMBL33735",C29H40N2O3S
"CHEMBL33554",C24H22N4O2
"CHEMBL284285",C40H49N11O5
"CHEMBL284374",C17H29N5O3S2
"CHEMBL33791",C21H29NO2
"CHEMBL34800",C20H27NO2
"CHEMBL284355",C19H25NO2
"CHEMBL289682",C30H39IN2O
"CHEMBL287505",C30H28N8O12
"CHEMBL33698",C44H51N7O6
"CHEMBL32255",C32H30N4O4
"CHEMBL284553",C12H16N6O
"CHEMBL32652",C12H17N5O2S
"CHEMBL34783",C27H27N3O3S2
"CHEMBL287531",C17H25N3O3
"CHEMBL287338",C20H15Cl2NO5S
"CHEMBL33150",C24H30N4O2
"CHEMBL285066",C22H26N4O2
"CHEMBL33755",C32H39N5O4S
"CHEMBL433042",C31H37N5O4S
"CHEMBL33696",C13H19N5O2
"CHEMBL33697",C21H24Cl2FN5O2S
"CHEMBL418592",C21H41N5O
"CHEMBL285993",C45H51NO15
"CHEMBL405275",C54H59NO15
"CHEMBL263804",C48H55NO14
"CHEMBL286905",C33H32N4O4
"CHEMBL33531",C25H32N2O3S
"CHEMBL417496",C24H31NO6S
"CHEMBL284560",C32H32N4O3
"CHEMBL34390",C15H21NO4
"CHEMBL33232",C8H7NO2
"CHEMBL33168",C24H25N5O4S
"CHEMBL289465",C21H22N2O3
"CHEMBL33674",C26H32N4O4
"CHEMBL34386",C13H16N2O2
"CHEMBL411107",C28H28ClN3OS2
"CHEMBL33556",C19H24N2O5
"CHEMBL286647",C17H19N3O4
"CHEMBL440223",C17H22N2O4
"CHEMBL34450",C31H38N2O5S
"CHEMBL33620",C32H40N2O5S
"CHEMBL34385",C26H49N3O2
"CHEMBL432671",C37H40N10O6S2
"CHEMBL285080",C24H31NO6S
"CHEMBL284059",C32H30N4O4
"CHEMBL418411",C28H33N5O5S
"CHEMBL286800",C28H31N5O5S
"CHEMBL34739",C23H29NO5S
"CHEMBL430734",C38H48N12O5
"CHEMBL33293",C30H37N3O5S
"CHEMBL33288",C20H20N2O
"CHEMBL284257",C11H15NO2
